Epoch,Filename,NodeID,GT_z,Pred_z,AbsError,PercentError
1,tree_0643.skel,1,0.0,-0.04101308062672615,0.04101308062672615,4101308.062672615
1,tree_0643.skel,2,-0.009968,-0.03429540991783142,0.024327409917831423,244.05507541965713
1,tree_0643.skel,3,-0.017563,-0.02955293282866478,0.011989932828664781,68.26813658637352
1,tree_0643.skel,4,-0.012208,-0.04515037313103676,0.03294237313103676,269.84250598817795
1,tree_0643.skel,5,-0.028887,-0.055239371955394745,0.026352371955394745,91.2257138345787
1,tree_0643.skel,6,0.021768,-0.043099962174892426,0.06486796217489242,297.99688613971165
1,tree_0643.skel,7,-0.047212,-0.04145849868655205,0.005753501313447949,12.186523158196962
1,tree_0643.skel,8,-0.047403,-0.04246550798416138,0.004937492015838624,10.415990582534066
1,tree_0643.skel,9,0.011948,-0.021729331463575363,0.03367733146357536,281.8658475357831
1,tree_0643.skel,10,0.025383,-0.052150189876556396,0.0775331898765564,305.45321623352794
1,tree_0643.skel,11,-0.077493,-0.030651360750198364,0.04684163924980164,60.446284502860436
1,tree_0643.skel,12,-0.015969,-0.06036496162414551,0.04439596162414551,278.01341113498347
1,tree_0643.skel,13,-0.051148,-0.018163830041885376,0.03298416995811462,64.48770227206269
1,tree_0643.skel,14,0.053669,-0.04068683832883835,0.09435583832883834,175.81068834678928
1,tree_0643.skel,15,-0.015198,-0.013055212795734406,0.002142787204265594,14.099139388508977
1,tree_0643.skel,16,0.018232,-0.044684842228889465,0.06291684222888946,345.0901833528382
1,tree_0643.skel,17,0.069247,-0.02558699995279312,0.09483399995279312,136.95033713055167
1,tree_0643.skel,18,-0.094508,-0.029726170003414154,0.06478182999658584,68.54639818490058
1,tree_0643.skel,19,0.026315,-0.05017590895295143,0.07649090895295144,290.6741742464428
1,tree_0643.skel,20,-0.012229,-0.03998870030045509,0.027759700300455093,226.99893941005064
1,tree_0643.skel,21,-0.064889,-0.04172646999359131,0.023162530006408694,35.695618681762234
1,tree_0643.skel,22,-0.059844,-0.02206432819366455,0.03777967180633545,63.130258348932976
1,tree_0643.skel,23,0.057431,-0.016630135476589203,0.07406113547658921,128.9567228092654
1,tree_0643.skel,24,-0.065238,-0.041010115295648575,0.02422788470435143,37.13768770402439
1,tree_0643.skel,25,-0.002855,-0.02654985710978508,0.02369485710978508,829.942455684241
1,tree_0643.skel,26,0.021207,-0.04509536921977997,0.06630236921977997,312.6437931804591
1,tree_0643.skel,27,0.113205,-0.04916687682271004,0.16237187682271004,143.431718407058
1,tree_0643.skel,28,0.070934,-0.04055200144648552,0.11148600144648552,157.1686376723229
1,tree_0643.skel,29,-0.097415,-0.04753866419196129,0.04987633580803871,51.199851981767395
1,tree_0643.skel,30,-0.109603,-0.04075562581419945,0.06884737418580056,62.815227854894985
1,tree_0643.skel,31,0.042427,-0.032562024891376495,0.07498902489137649,176.74835574369268
1,tree_0643.skel,32,-0.033132,-0.05316983535885811,0.020037835358858107,60.478798016594546
1,tree_0643.skel,33,-0.004131,-0.02951221913099289,0.02538121913099289,614.408596731854
1,tree_0643.skel,34,-0.088561,-0.033352140337228775,0.055208859662771226,62.33992351347797
1,tree_0643.skel,35,-0.048635,-0.024538598954677582,0.024096401045322416,49.545391272380826
1,tree_0643.skel,36,-0.083486,-0.059167247265577316,0.02431875273442269,29.129138699210273
1,tree_0643.skel,37,0.04432,-0.04748905450105667,0.09180905450105667,207.150393729821
1,tree_0643.skel,38,0.06211,-0.02434956654906273,0.08645956654906273,139.20393905822368
1,tree_0643.skel,39,-0.096257,-0.03605715557932854,0.06019984442067146,62.54074448681287
1,tree_0643.skel,40,0.020969,-0.03457736596465111,0.05554636596465111,264.8975438249373
1,tree_0643.skel,41,0.035967,-0.0358264222741127,0.0717934222741127,199.60914803601275
1,tree_0643.skel,42,0.029879,-0.04136316478252411,0.07124216478252411,238.43557275184617
1,tree_0643.skel,43,0.123265,-0.018260743468999863,0.14152574346899988,114.81421609459287
1,tree_0643.skel,44,0.069192,-0.007307134568691254,0.07649913456869126,110.56066390434047
1,tree_0643.skel,45,0.07879,-0.041621290147304535,0.12041129014730453,152.8255998823512
1,tree_0643.skel,46,-0.099063,-0.04386298730969429,0.05520001269030571,55.72212903940493
1,tree_0643.skel,47,-0.114778,-0.02440056949853897,0.09037743050146103,78.74107451032518
1,tree_0643.skel,48,-0.148966,-0.020836956799030304,0.12812904320096968,86.01227340532047
1,tree_0643.skel,49,0.035701,-0.03175531327724457,0.06745631327724456,188.94796581956967
1,tree_0643.skel,50,0.058654,-0.044099245220422745,0.10275324522042274,175.1854012009799
1,tree_0643.skel,51,-0.033028,-0.004288077354431152,0.02873992264556885,87.01684221136261
1,tree_0643.skel,52,-0.033938,-0.014186732470989227,0.019751267529010776,58.19808924807229
1,tree_0643.skel,53,-0.005569,-0.03541162610054016,0.02984262610054016,535.8704632885646
1,tree_0643.skel,54,-0.117085,-0.03939753770828247,0.07768746229171752,66.35133645788746
1,tree_0643.skel,55,-0.118827,-0.029378078877925873,0.08944892112207413,75.27659633086262
1,tree_0643.skel,56,-0.010056,-0.04589085653424263,0.03583485653424263,356.35298860623135
1,tree_0643.skel,57,-0.108547,-0.024512797594070435,0.08403420240592957,77.41734217060772
1,tree_0643.skel,58,-0.061246,-0.04049339145421982,0.020752608545780184,33.884022704797346
1,tree_0643.skel,59,0.05556,-0.02122580260038376,0.07678580260038376,138.203388409618
1,tree_0643.skel,60,0.094535,-0.0544004887342453,0.14893548873424528,157.545341655731
1,tree_0643.skel,61,0.035438,-0.01241515576839447,0.04785315576839447,135.03345495906785
1,tree_0643.skel,62,-0.107121,-0.0367090217769146,0.0704119782230854,65.73125551767198
1,tree_0643.skel,63,-0.12439,-0.051065586507320404,0.0733244134926796,58.94719309645438
1,tree_0643.skel,64,0.050999,-0.03692338615655899,0.087922386156559,172.40021599748815
1,tree_0643.skel,65,0.028417,-0.03713257983326912,0.06554957983326912,230.67030240091887
1,tree_0643.skel,66,0.073103,-0.03580938279628754,0.10891238279628754,148.98483344908902
1,tree_0643.skel,67,0.032356,-0.027343623340129852,0.059699623340129855,184.5086640503457
1,tree_0643.skel,68,0.119142,-0.023282863199710846,0.14242486319971084,119.54211210128321
1,tree_0643.skel,69,0.155837,-0.008785191923379898,0.1646221919233799,105.63742366920559
1,tree_0643.skel,70,0.070291,-0.03249845653772354,0.10278945653772355,146.2341644559382
1,tree_0643.skel,71,0.11494,-0.02087503671646118,0.13581503671646117,118.16168150031423
1,tree_0643.skel,72,0.117676,-0.038984302431344986,0.156660302431345,133.1285074538096
1,tree_0643.skel,73,-0.11216,-0.05000702664256096,0.06215297335743904,55.4145625512117
1,tree_0643.skel,74,-0.126937,-0.038736432790756226,0.08820056720924377,69.48373382799639
1,tree_0643.skel,75,-0.113276,-0.039953090250492096,0.0733229097495079,64.72943054972625
1,tree_0643.skel,76,-0.181675,-0.037392206490039825,0.14428279350996018,79.41807816703464
1,tree_0643.skel,77,-0.18396,-0.04386840760707855,0.14009159239292146,76.15329005920931
1,tree_0643.skel,78,0.049443,-0.041287556290626526,0.09073055629062653,183.50536231746966
1,tree_0643.skel,79,0.087553,-0.008128821849822998,0.095681821849823,109.28445838500451
1,tree_0643.skel,80,0.032044,-0.03031662106513977,0.062360621065139774,194.60935296823044
1,tree_0643.skel,81,-0.029271,-0.037660252302885056,0.008389252302885057,28.66062759347155
1,tree_0643.skel,82,-0.028725,-0.03314926475286484,0.004424264752864837,15.402140131818406
1,tree_0643.skel,83,-0.034954,-0.04292628914117813,0.007972289141178132,22.807945131252882
1,tree_0643.skel,84,0.025543,-0.014662697911262512,0.04020569791126251,157.40397725898487
1,tree_0643.skel,85,-0.112426,-0.03729511797428131,0.07513088202571869,66.82696353665406
1,tree_0643.skel,86,-0.162775,-0.03601563349366188,0.12675936650633812,77.87397727313046
1,tree_0643.skel,87,-0.164427,-0.026088319718837738,0.13833868028116225,84.13379814821305
1,tree_0643.skel,88,0.012669,-0.0324007123708725,0.0450697123708725,355.74798619364196
1,tree_0643.skel,89,-0.010597,-0.039988383650779724,0.029391383650779722,277.35570114919057
1,tree_0643.skel,90,-0.139359,-0.017582371830940247,0.12177662816905976,87.38339695969385
1,tree_0643.skel,91,-0.052117,-0.045784588903188705,0.006332411096811291,12.150375303281638
1,tree_0643.skel,92,-0.058213,-0.03095148131251335,0.02726151868748665,46.83063694962748
1,tree_0643.skel,93,0.065669,-0.04614003375172615,0.11180903375172616,170.26151418740372
1,tree_0643.skel,94,0.087217,-0.04771890491247177,0.13493590491247176,154.71284831222326
1,tree_0643.skel,95,0.111173,-0.03615379333496094,0.14732679333496093,132.52030019425663
1,tree_0643.skel,96,0.013614,-0.03296995535492897,0.04658395535492897,342.17684262471704
1,tree_0643.skel,97,-0.093153,-0.025861140340566635,0.06729185965943336,72.23799519009948
1,tree_0643.skel,98,-0.157432,-0.02380434423685074,0.13362765576314925,84.87960247163808
1,tree_0643.skel,99,-0.152663,-0.0271805077791214,0.1254824922208786,82.19574633072754
1,tree_0643.skel,100,0.066061,-0.037943851202726364,0.10400485120272636,157.4375973762528
1,tree_0643.skel,101,0.087856,-0.015085570514202118,0.10294157051420212,117.17079142483395
1,tree_0643.skel,102,0.014754,-0.048607200384140015,0.06336120038414002,429.4509989436086
1,tree_0643.skel,103,0.100788,-0.023842401802539825,0.12463040180253983,123.65599258100153
1,tree_0643.skel,104,0.015903,-0.014965686947107315,0.030868686947107316,194.10606141675981
1,tree_0643.skel,105,0.031669,-0.045918647199869156,0.07758764719986916,244.99557043123926
1,tree_0643.skel,106,0.122898,-0.03383453190326691,0.15673253190326691,127.53057975171845
1,tree_0643.skel,107,0.178575,-0.034543782472610474,0.21311878247261049,119.34413130203583
1,tree_0643.skel,108,0.192601,-0.046261824667453766,0.23886282466745376,124.01951426392064
1,tree_0643.skel,109,0.075991,-0.035494592040777206,0.11148559204077721,146.70894190203737
1,tree_0643.skel,110,0.04941,-0.011783640831708908,0.06119364083170891,123.84869627951612
1,tree_0643.skel,111,0.122315,-0.028199762105941772,0.15051476210594178,123.05503176711096
1,tree_0643.skel,112,0.152931,-0.016323022544384003,0.16925402254438401,110.67345570511145
1,tree_0643.skel,113,-0.09992,-0.032902754843235016,0.06701724515676498,67.07090187826759
1,tree_0643.skel,114,-0.161474,-0.030567992478609085,0.13090600752139092,81.0694028273226
1,tree_0643.skel,115,-0.106515,-0.03479255735874176,0.07172244264125824,67.33553268671852
1,tree_0643.skel,116,-0.099696,-0.04194214940071106,0.05775385059928895,57.92995767060759
1,tree_0643.skel,117,-0.193072,-0.05458153039216995,0.13849046960783004,71.72996064050201
1,tree_0643.skel,118,-0.199883,-0.037207022309303284,0.16267597769069672,81.38559942100964
